service,food,place,menu,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours,BusinessAcceptsCreditCards,BikeParking,RestaurantsTakeOut,RestaurantsDelivery,OutdoorSeating
0.45454545454545453,0.6428571428571429,0.6166666666666667,0.5,Iris,321 N Peters St,New Orleans,PA,70130,29.9536503,-90.0650564,4.0,67,0,"American (New), Restaurants","{'Monday': '18:0-22:0', 'Wednesday': '18:0-22:0', 'Thursday': '18:0-22:0', 'Friday': '18:0-22:0', 'Saturday': '18:0-22:0'}",True,,True,False,True
,1.0,1.0,,Steve's Diner,"201 St Charles Ave, Ste 210",New Orleans,DE,70170,29.952035,-90.070363,3.0,9,1,"Diners, Restaurants","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0'}",True,True,True,True,True
,,,,CPR Cell Phone Repair St. Louis - Crestwood,185 Watson Plz,St. Louis,FL,63126,38.558034,-90.388277,4.5,15,1,"Mobile Phones, Electronics, Telecommunications, Electronics Repair, Wholesale Stores, IT Services & Computer Repair, Local Services, Shopping, Mobile Phone Repair","{'Monday': '0:0-0:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0'}",True,True,,,
1.0,0.16666666666666666,0.2727272727272727,-1.0,JB'S Island Cafe,432 Poinsettia Ave,Clearwater,PA,33767,27.9796975,-82.8266376,4.0,37,0,"Sandwiches, Cafes, Food, Restaurants, Breakfast & Brunch","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",True,True,True,False,True
-0.5,0.0,0.25,-1.0,Teddy's Place,16 Wilmington W Chester Pike,Chadds Ford,PA,19317,39.839409,-75.540196,4.0,23,0,"Diners, Restaurants",,True,True,True,False,False
1.0,0.4,0.3333333333333333,,Amaravati Indian Cuisine,5012 Thoroughbred Ln,Brentwood,PA,37027,36.0365821573,-86.7893158177,4.5,108,1,"Halal, Caterers, Restaurants, Indian, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",True,True,True,True,True
0.034482758620689655,0.02564102564102564,0.285140562248996,-0.6666666666666666,Blackthorn Pub and Pizza,3735 Wyoming St,St. Louis,FL,63116,38.5996297,-90.2464818,3.5,446,1,"Pizza, Pubs, Bars, Nightlife, Restaurants","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '17:0-22:0'}",True,True,True,False,False
0.5,0.0,0.6111111111111112,-1.0,Joe's Pizza,2038 N Dale Mabry Hwy,Tampa,AZ,33607,27.9605142,-82.506127,4.0,35,0,"Restaurants, Pizza","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0'}",True,True,True,True,False
1.0,0.3333333333333333,-0.3333333333333333,,Sylvan Park Restaurant,5814 Nolensville Pike,Nashville,LA,37013,36.0436104,-86.7123352,2.5,6,0,"Restaurants, Southern",,True,,True,False,False
-0.3333333333333333,1.0,1.0,1.0,Frist Art Museum Cafe,919 Broadway,Nashville,PA,37203,36.157609,-86.7838239,4.0,16,0,"Sandwiches, Coffee & Tea, Salad, Pizza, Desserts, American (New), Restaurants, Food","{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:30', 'Wednesday': '10:0-17:30', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-17:30', 'Sunday': '12:0-17:30'}",True,True,True,False,True
-1.0,1.0,1.0,,Los Comales,1202 139th Ave E,Tampa,CA,33613,28.0738053,-82.4468235,4.5,19,1,"Restaurants, Food Trucks, Mexican, Tex-Mex, Tacos, Food, Latin American","{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '9:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-21:0'}",True,True,True,True,True
-0.2,0.42857142857142855,0.0,0.0,Romanos Pizza Express,5602 N Armenia Ave,Tampa,PA,33603,27.997710165,-82.4845614652,3.0,13,0,"Chicken Wings, Cheesesteaks, Pizza, Restaurants","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '12:0-21:0'}",True,True,True,True,
,0.0,0.5,,Ann's Market,907 Saville Ave,Eddystone,IN,19022,39.859732246,-75.3426356432,4.0,5,0,"Delis, Food, Coffee & Tea, Restaurants","{'Monday': '6:0-20:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '6:0-20:0', 'Sunday': '9:0-17:0'}",False,False,False,False,False
,1.0,,,McDonald's,7301 Westfield Plz,Belleville,PA,62223,38.544739774,-90.0519396365,1.5,12,0,"Restaurants, Fast Food, Burgers, Coffee & Tea, Food","{'Monday': '5:0-0:0', 'Tuesday': '5:0-0:0', 'Wednesday': '5:0-0:0', 'Thursday': '5:0-0:0', 'Friday': '5:0-0:0', 'Saturday': '5:0-0:0', 'Sunday': '5:0-0:0'}",True,,True,True,
0.2,0.23529411764705882,0.3333333333333333,1.0,Chile Burrito,330 Franklin Rd,Brentwood,LA,37027,36.0265540855,-86.7898475993,4.0,92,1,"Mexican, Restaurants","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '11:0-20:0'}",True,True,True,False,True
-1.0,,,,Black Tie Moving,320 Seven Springs Way,Brentwood,ID,37027,36.0424826,-86.7699567,4.0,94,1,"Home Services, Movers","{'Monday': '7:30-19:30', 'Tuesday': '7:30-19:30', 'Wednesday': '7:30-19:30', 'Thursday': '7:30-19:30', 'Friday': '7:30-19:30', 'Saturday': '7:30-19:30', 'Sunday': '7:30-19:30'}",True,,,,
0.40425531914893614,0.5045045045045045,0.40860215053763443,0.15789473684210525,Cedar Park Cafe,4914 Baltimore Ave,Philadelphia,CA,19143,39.94796,-75.22198,4.0,301,1,"Diners, Restaurants, Sandwiches, Breakfast & Brunch, Vegetarian","{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:30', 'Sunday': '7:0-15:30'}",True,True,True,True,False
,1.0,,,That Little Bakery Cafe,4136 Barker Dr,New Port Richey,NV,34652,28.21962,-82.719157,4.5,35,0,"Food, Bakeries","{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '9:0-12:0'}",True,True,True,True,
0.0,1.0,1.0,,Hamilton East Public Library - Fishers,5 Municipal Dr,Fishers,FL,46038,39.9604544669,-86.0151938768,4.0,24,1,"Libraries, Public Services & Government","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0', 'Sunday': '12:0-18:0'}",,,,,
-1.0,,1.0,,Gators South Beer & Wine Garden,5915 US Hwy 61/67,Imperial,LA,63052,38.3712562,-90.3762024,3.5,5,0,"American (Traditional), Wine Bars, Beer, Wine & Spirits, Restaurants, Food, Music Venues, Cajun/Creole, Nightlife, Bars, Arts & Entertainment","{'Monday': '16:0-0:0', 'Tuesday': '14:0-1:0', 'Wednesday': '14:0-1:0', 'Thursday': '14:0-1:0', 'Friday': '14:0-1:0', 'Saturday': '14:0-1:0', 'Sunday': '14:0-1:0'}",True,True,True,False,True
,1.0,,,Clusters Handcrafted Popcorn,"25 N Main St, Fl 1",Doylestown,AB,18901,40.3106364,-75.1304804,4.5,44,0,"Candy Stores, Specialty Food, Bakeries, Popcorn Shops, Food, Coffee & Tea, Desserts, Gelato","{'Monday': '12:0-18:0', 'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-15:0'}",True,True,True,,False
1.0,0.3333333333333333,0.5714285714285714,0.5,New China,3730 S Kingshighway Blvd,Saint Louis,IN,63109,38.592301,-90.270873,4.0,87,1,"Restaurants, Chinese, Food","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '12:0-22:0'}",True,False,True,True,
0.3333333333333333,0.05555555555555555,0.7,0.3333333333333333,Peggs Restaurant On the Boulevard,1001 Crossroads Pl,High Ridge,TN,63049,38.4643042509,-90.5275982246,3.0,57,1,"Italian, Restaurants, Pizza","{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:30'}",True,True,True,True,True
,1.0,0.0,,Harold's Feed & Pet Supply,12990 Dr Martin Luther King Jr Blvd,Dover,AZ,33527,27.989905,-82.244689,4.0,6,0,"Home & Garden, Shopping, Appliances, Nurseries & Gardening, Pet Stores, Fences & Gates, Pets, Home Services, Plumbing","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-17:0'}",True,True,,,
1.0,-0.5,0.0,1.0,Rum Runners,2706 US-19 ALT,Palm Harbor,FL,34683,28.093237,-82.7707999,2.5,20,1,"Pubs, Bars, Nightlife, Sports Bars, Restaurants, American (Traditional)","{'Monday': '12:0-3:0', 'Tuesday': '12:0-3:0', 'Wednesday': '12:0-3:0', 'Thursday': '12:0-3:0', 'Friday': '12:0-3:0', 'Saturday': '12:0-3:0', 'Sunday': '12:0-3:0'}",True,True,False,False,False
0.6,0.625,0.8181818181818182,0.0,Bob Evans,"100 Cresson Blvd, Unit 2",Phoenixville,PA,19460,40.1330840253,-75.4502420086,2.5,51,1,"Salad, Comfort Food, Restaurants, American (Traditional), Breakfast & Brunch, Bed & Breakfast, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-20:0'}",True,True,True,True,False
,0.0,-0.6,,Pizza Hut,2316 James Redman Pkwy,Plant City,LA,33563,27.9902354,-82.1211235,2.0,20,1,"Restaurants, Chicken Wings, Italian, Pizza, Fast Food","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-23:0'}",True,,True,True,False
0.291044776119403,0.4938271604938272,0.41208791208791207,0.08695652173913043,Desire Oyster Bar,300 Bourbon St,New Orleans,FL,70130,29.9555269925,-90.0681538393,4.0,1084,1,"Southern, Event Planning & Services, Restaurants, Cajun/Creole, Seafood, Live/Raw Food, Hotels & Travel, Hotels","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-21:0'}",True,False,True,False,False
0.7142857142857143,0.29411764705882354,0.5,0.3333333333333333,Angie's Restaurant,725 Cleveland St,Clearwater,LA,33755,27.9654261,-82.796093,4.0,55,1,"Breakfast & Brunch, Restaurants","{'Monday': '6:30-15:30', 'Tuesday': '6:30-15:30', 'Wednesday': '6:30-15:30', 'Thursday': '6:30-15:30', 'Friday': '6:30-15:30', 'Saturday': '6:30-15:30', 'Sunday': '7:0-14:30'}",True,True,True,False,False
0.0,-0.8666666666666666,0.0,,Central Pizza,7280 49th St N,Pinellas Park,MO,33781,27.8381796,-82.7001667,2.5,36,1,"Pizza, Restaurants","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:30', 'Saturday': '11:0-22:0', 'Sunday': '13:0-21:0'}",True,True,True,True,False
1.0,,1.0,1.0,Sally Starr's Pizza,439 Jackson Rd,Atco,MO,08004,39.778436,-74.87637,3.0,14,1,"Italian, Pizza, Restaurants","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:30'}",True,False,True,True,True
,0.5,1.0,0.0,Sips Specialty Coffee House,6118 Gunn Hwy,Tampa,TN,33625,28.0632446,-82.5503918,4.5,219,1,"Coffee & Tea, Food, Internet Cafes, Cafes, Restaurants","{'Monday': '6:0-18:0', 'Tuesday': '6:0-18:0', 'Wednesday': '6:0-18:0', 'Thursday': '6:0-18:0', 'Friday': '6:0-18:0', 'Saturday': '7:0-18:0', 'Sunday': '7:0-18:0'}",True,True,True,True,True
-0.3333333333333333,1.0,0.0,1.0,Wendy's,3171 E Valencia,Tucson,MO,85706,32.1346244,-110.9248177,2.0,18,1,"Burgers, Fast Food, Restaurants","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-0:0'}",True,False,True,True,False
,0.3333333333333333,0.42857142857142855,0.3333333333333333,Motley's on Main,524 S Main St,Saint Charles,IN,63301,38.7771868,-90.4832003,3.5,12,0,"Desserts, Salad, Sandwiches, Food, Beer, Wine & Spirits, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-18:0', 'Sunday': '11:0-14:0'}",True,True,True,False,True
-1.0,,1.0,,Drybar - Indianapolis,8691 River Crossing Blvd.,Indianapolis,PA,46240,39.9135999,-86.1047147,4.5,60,1,"Hair Stylists, Hair Salons, Beauty & Spas, Blow Dry/Out Services","{'Monday': '0:0-0:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '10:0-18:0'}",True,,,,
-1.0,0.3333333333333333,0.6153846153846154,,Historic Streetcar Inn,1509 St Charles Ave,New Orleans,NJ,70130,29.9390115,-90.0759815,3.0,101,1,"Hotels & Travel, Event Planning & Services, Guest Houses, Hotels, Bed & Breakfast","{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-23:0'}",True,,,,
,,,,Arhaus,4130 E 82nd St,Indianapolis,MO,46250,39.907554,-86.094345,3.0,10,1,"Shopping, Furniture Stores, Rugs, Home & Garden, Home Decor","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '12:0-18:0'}",True,True,,,
0.0,0.4666666666666667,0.28125,0.2777777777777778,Village Bakehouse,7882 N Oracle Rd,Tucson,TN,85704,32.349513661,-110.9735189881,4.0,296,1,"Bakeries, Restaurants, Food, Breakfast & Brunch, Sandwiches","{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0', 'Saturday': '7:0-16:0', 'Sunday': '8:0-14:0'}",True,True,True,,True
1.0,-1.0,,,Southern Arizona Veterinary Specialty & Emergency Center,7474 E Broadway Blvd,Tucson,PA,85710,32.2204677,-110.832847,3.0,93,1,"Pets, Veterinarians, Pet Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",False,False,False,False,False
,,,,Prestige Pet care,2566 Sunset Point Rd,clearwater,IL,33765,27.9913319,-82.7309505,4.5,26,1,"Dog Walkers, Pet Services, Pets, Pet Sitting, Pet Groomers","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}",,,,,
-1.0,0.7777777777777778,0.45454545454545453,0.0,Rivista,4226 Magazine St,New Orleans,IL,70115,29.9208686,-90.0997285,4.0,41,0,"Cafes, Bakeries, Restaurants, Food","{'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}",True,True,True,False,False
,,,,"Lauren Buckley, L.AC",1532 E Passyunk Ave,Philadelphia,FL,19147,39.9302939,-75.1631455,5.0,17,1,"Traditional Chinese Medicine, Health & Medical, Acupuncture, Massage Therapy","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '10:0-16:0', 'Sunday': '10:0-16:0'}",True,,,,
-0.14285714285714285,0.2727272727272727,-0.14814814814814814,0.3333333333333333,Panera Bread,620 Royal Pkwy,Nashville,PA,37214,36.1457641,-86.6682195,2.5,80,1,"Coffee & Tea, Breakfast & Brunch, Food, Salad, Bagels, Sandwiches, Bakeries, Restaurants, Soup","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-22:0'}",True,True,True,True,True
0.6666666666666666,0.5555555555555556,0.5066666666666666,0.9230769230769231,Slate Bleu Restaurant,100 S Main St,Doylestown,NJ,18901,40.3072739,-75.1299259,4.0,105,1,"Restaurants, French","{'Monday': '0:0-0:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0'}",True,True,True,False,True
,1.0,1.0,,Dollar Tree,"1130 N Hills Blvd, Ste 108",Reno,FL,89506,39.6062277628,-119.8427660489,4.0,8,1,"Discount Store, Shopping",,True,True,,,
0.5357142857142857,0.5641025641025641,0.34408602150537637,0.43103448275862066,The Farm and Fisherman,1120 Pine St,Philadelphia,FL,19107,39.944935,-75.1606759,4.0,234,0,"American (New), Restaurants","{'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}",True,True,False,False,False
,-1.0,0.3333333333333333,,Centennial Hall,1020 E University Blvd,Tucson,FL,85701,32.2312392,-110.9553994,3.5,55,1,"Colleges & Universities, Performing Arts, Arts & Entertainment, Education",,,,,,
,,,,Ashley HomeStore,6609 Edwardsville Crossing,Edwardsville,PA,62025,38.7894269,-89.9562624,2.5,54,1,"Home & Garden, Mattresses, Furniture Stores, Shopping, Home Decor","{'Monday': '9:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-22:0', 'Sunday': '12:0-20:0'}",True,True,,,
1.0,,1.0,1.0,7-Eleven,226 W Rittenhouse Square,Philadelphia,PA,19103,39.9492424097,-75.1739857577,3.5,15,1,"Coffee & Tea, Food, Convenience Stores","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",True,True,True,True,
-1.0,,0.3333333333333333,,Rue 13,1311 Washington Ave,Saint Louis,PA,63103,38.6322076,-90.1987397,3.5,28,0,"Dance Clubs, Sushi Bars, Restaurants, Bars, Nightlife, Lounges",,True,,,False,True
0.33333333333333337,1.0,0.3333333333333333,1.0,Shooters World,116 E Fletcher Ave,Tampa,LA,33612,28.0697194842,-82.4580476864,3.5,221,1,"Guns & Ammo, Active Life, Shopping, Gun/Rifle Ranges","{'Monday': '0:0-0:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-19:0'}",True,True,,,
1.0,0.0,1.0,,Saladworks,"2955 Market St, Ste 221",Philadelphia,MO,19104,39.9557501,-75.1819889,3.5,8,1,"Salad, Restaurants, American (Traditional), Food, Sandwiches, Do-It-Yourself Food, Soup, Vegetarian, American (New)","{'Monday': '10:0-17:30', 'Tuesday': '10:0-19:30', 'Wednesday': '10:0-19:30', 'Thursday': '10:0-19:30', 'Friday': '10:0-19:30', 'Saturday': '10:0-19:30', 'Sunday': '10:0-17:30'}",True,,True,True,
0.30434782608695654,0.3148148148148148,0.4411764705882353,0.25,C.I. Chu's Mongolian Barbeque,4540 E Broadway Blvd,Tucson,MO,85711,32.2210111,-110.8955944,3.5,177,1,"Restaurants, Barbeque, Mongolian","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",True,True,True,True,False
,,1.0,,Stonewater Spa Salon & Boutique,3 Plaza Frontenac,Frontenac,PA,63131,38.629942,-90.407369,3.5,27,1,"Hair Salons, Nail Salons, Massage, Day Spas, Beauty & Spas","{'Monday': '9:0-18:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '8:30-19:0', 'Saturday': '8:0-18:0', 'Sunday': '10:30-17:0'}",True,False,,,
0.2,0.3333333333333333,0.4,,Courtyard by Marriott Reno,6855 South Virginia Street,Reno,NV,89511,39.4643314887,-119.7849038243,3.0,105,1,"Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",True,,,,
0.0,0.2,0.4444444444444444,0.0,"The Inn at Opryland, A Gaylord Hotel",2401 Music Valley Dr,Nashville,NV,37214,36.2178212869,-86.6950437427,2.0,143,1,"Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",True,,,,
0.6862745098039216,0.5806451612903226,0.4207650273224044,0.6666666666666666,Kei Sushi,5085 S McCarran Blvd,Reno,AB,89502,39.4785657157,-119.7867159918,4.0,357,1,"Asian Fusion, Desserts, Sushi Bars, Food, Japanese, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-21:0'}",True,False,True,False,False
,1.0,1.0,,NJ Weedman's Joint,322 E State St,Trenton,FL,08608,40.2208764427,-74.7588232612,4.0,42,1,"Chicken Wings, Music Venues, Food, Vegetarian, Sandwiches, Arts & Entertainment, Comfort Food, Restaurants, Seafood, Breakfast & Brunch, Juice Bars & Smoothies, Nightlife","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-20:0'}",True,False,True,True,True
0.2,0.21212121212121213,0.3888888888888889,-0.3333333333333333,Bridgestone Arena,501 Broadway,Nashville,FL,37203,36.1591434847,-86.7785167696,4.0,232,1,"Stadiums & Arenas, Nightlife, Music Venues, Arts & Entertainment","{'Monday': '8:30-17:30', 'Tuesday': '8:30-17:30', 'Wednesday': '8:30-17:30', 'Thursday': '8:30-17:30', 'Friday': '8:30-17:30'}",True,True,,,False
0.3333333333333333,0.35714285714285715,0.625,1.0,The Captain's Boil,2051 - 98 Northwest St,Edmonton,PA,T6N 1K2,53.4507197,-113.4838947,3.5,64,1,"Cajun/Creole, Seafood, Asian Fusion, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",,,,,
-0.04761904761904762,0.5,0.5666666666666667,0.42857142857142855,Ace Hotel New Orleans,600 Carondelet St,New Orleans,IN,70130,29.9483315,-90.0718664,3.5,265,1,"Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",True,,,,
-0.3333333333333333,0.3333333333333333,-0.5,,Fiesta Lanes,501 W River Rd,Tucson,PA,85704,32.2965067,-110.980189,3.0,50,1,"Bowling, Amusement Parks, Active Life, Party & Event Planning, Restaurants, Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Travel Services, Pizza","{'Monday': '9:0-23:0', 'Tuesday': '12:0-23:0', 'Wednesday': '9:0-23:0', 'Thursday': '12:0-23:0', 'Friday': '12:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-22:0'}",True,True,True,False,False
,-1.0,0.3333333333333333,-1.0,Ham's Deli,105 N Main St,St Charles,IN,63301,38.7813826352,-90.4813783106,4.0,12,0,"Event Planning & Services, Delis, Sandwiches, Restaurants, Caterers, American (Traditional)","{'Monday': '11:0-15:0', 'Tuesday': '11:0-15:0', 'Wednesday': '11:0-15:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-15:0', 'Saturday': '11:0-15:0', 'Sunday': '11:0-15:0'}",True,True,True,True,True
,1.0,-1.0,1.0,Big Lots,"3804 S Dale Mabry Hwy, Ste C",Tampa,CA,33611,27.9076409991,-82.5042884198,4.0,9,1,"Shopping, Home Decor, Department Stores, Fashion, Discount Store, Home & Garden, Furniture Stores","{'Monday': '0:0-0:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}",True,False,,,
